,cov_true,cov_test,precision,recall,f1,tss,tn,fp,fn,tp
0,0.5,0.01,0.2563328341484803,0.9023229977146564,0.3992471361398572,0.5608427042898694,1354093.0,702175.0,26200.0,242031.0
1,0.5,0.011,0.26369446985173706,0.8974652445093968,0.40762113761666735,0.5705735163883542,1384091.0,672177.0,27503.0,240728.0
2,0.5,0.011999999999999999,0.27016198168118033,0.8929020135629364,0.4148149687681587,0.5782465309118423,1409252.0,647016.0,28727.0,239504.0
3,0.5,0.012999999999999998,0.27593864945520163,0.8893826589767775,0.4211972234458686,0.5849573603289359,1430288.0,625980.0,29671.0,238560.0
4,0.5,0.013999999999999997,0.2814851399543533,0.8860310702342384,0.4272396008420356,0.591006297198817,1449618.0,606650.0,30570.0,237661.0
5,0.5,0.014999999999999996,0.28609204802568716,0.8829292661922,0.43215472456246956,0.5955260677764294,1465290.0,590978.0,31402.0,236829.0
6,0.5,0.015999999999999993,0.290363246155076,0.880174178226976,0.43667161125887344,0.5995711634448562,1479273.0,576995.0,32141.0,236090.0
7,0.5,0.016999999999999994,0.294065107680008,0.8776204092740958,0.4405235644223958,0.6027948515160604,1491153.0,565115.0,32826.0,235405.0
8,0.5,0.017999999999999995,0.2974889321943271,0.8753126968918581,0.44405777256191037,0.6056785830506661,1501828.0,554440.0,33445.0,234786.0
9,0.5,0.018999999999999993,0.30071283121872056,0.873183934742815,0.447360655221054,0.6083103871313169,1511617.0,544651.0,34016.0,234215.0
10,0.5,0.01999999999999999,0.3035949019831971,0.8713683355018622,0.450300019554975,0.6106338398038307,1520128.0,536140.0,34503.0,233728.0
11,0.5,0.02099999999999999,0.30643068404490603,0.8698472585197088,0.4532056256391779,0.6130266495329424,1528176.0,528092.0,34911.0,233320.0
12,0.5,0.021999999999999992,0.30918784191624393,0.868523772420041,0.45603182914833534,0.615390912306476,1535759.0,520509.0,35266.0,232965.0
13,0.5,0.02299999999999999,0.31183042208127376,0.8671406362426416,0.45870647747330234,0.6175112105063076,1542963.0,513305.0,35637.0,232594.0
14,0.5,0.023999999999999987,0.31433782954827055,0.8654107839884279,0.46116832753222403,0.6191671036899453,1549925.0,506343.0,36101.0,232130.0
15,0.5,0.024999999999999988,0.31680373361621617,0.8639829102527299,0.46361129365729525,0.6209362840347467,1556499.0,499769.0,36484.0,231747.0
16,0.5,0.02599999999999999,0.31911562458186254,0.8624655614004347,0.46586089821299836,0.6224185441828347,1562667.0,493601.0,36891.0,231340.0
17,0.5,0.02699999999999999,0.3216569913200441,0.8609817657168635,0.4683438669569369,0.6241283983542434,1569234.0,487034.0,37289.0,230942.0
18,0.5,0.027999999999999983,0.3239811372469095,0.8593264760598142,0.47055485124825713,0.6254284627658272,1575311.0,480957.0,37733.0,230498.0
19,0.5,0.028999999999999984,0.3262388624651786,0.8579321554928401,0.4727202511051585,0.6268042091356532,1581007.0,475261.0,38107.0,230124.0
20,0.5,0.029999999999999985,0.32858048026271564,0.8564632723287018,0.4749480561097385,0.6281715321469745,1586839.0,469429.0,38501.0,229730.0
21,0.5,0.030999999999999986,0.3309190737094921,0.8547483325939209,0.47711951087290166,0.6293117649869747,1592710.0,463558.0,38961.0,229270.0
22,0.5,0.03199999999999998,0.3332255470880235,0.8528991801842442,0.4792207588175224,0.6302774207637796,1598498.0,457770.0,39457.0,228774.0
23,0.5,0.03299999999999998,0.3354101612725469,0.8509642807878284,0.48116691752147017,0.631017269989625,1603998.0,452270.0,39976.0,228255.0
24,0.5,0.03399999999999998,0.33753574444757234,0.8493164473904955,0.48308401216759383,0.6318754328923853,1609151.0,447117.0,40418.0,227813.0
25,0.5,0.03499999999999998,0.339711817284984,0.8473069853969153,0.4849800106908395,0.6324779845079261,1614522.0,441746.0,40957.0,227274.0
26,0.5,0.035999999999999976,0.3418611278219295,0.8453049796630516,0.48683484455819487,0.6330242847341805,1619762.0,436506.0,41494.0,226737.0
27,0.5,0.03699999999999998,0.344422128902684,0.8439292997453687,0.48919523140109206,0.6343885200415558,1625396.0,430872.0,41863.0,226368.0
28,0.5,0.03799999999999998,0.3469991137951531,0.8422889226077522,0.4915100476220519,0.6355245319738465,1631105.0,425163.0,42303.0,225928.0
29,0.5,0.03899999999999998,0.3495605956301437,0.8405217890549563,0.493769676794113,0.636506553686804,1636758.0,419510.0,42777.0,225454.0
30,0.5,0.03999999999999997,0.3519730461931189,0.8389112369562056,0.4958905709566557,0.6374326359178195,1641974.0,414294.0,43209.0,225022.0
31,0.5,0.040999999999999974,0.3545516985481617,0.8371515596631262,0.498133248148222,0.6383520841083833,1647483.0,408785.0,43681.0,224550.0
32,0.5,0.041999999999999975,0.35692805627054713,0.835429163668629,0.5001657264342033,0.6390851073491219,1652532.0,403736.0,44143.0,224088.0
33,0.5,0.042999999999999976,0.35931357896124017,0.8335352737006535,0.5021600879532563,0.6396587945646655,1657606.0,398662.0,44651.0,223580.0
34,0.5,0.04399999999999998,0.3618449963109803,0.8319247216019028,0.5043314356228658,0.6405357586846177,1662721.0,393547.0,45083.0,223148.0
35,0.5,0.04499999999999997,0.36430729370275927,0.8303439945420179,0.5064245549651316,0.6413418800316525,1667629.0,388639.0,45507.0,222724.0
36,0.5,0.04599999999999997,0.366778660822728,0.8286215985475206,0.5084836110110212,0.6420107093054568,1672546.0,383722.0,45969.0,222262.0
37,0.5,0.04699999999999997,0.3690822285051496,0.8268619212544411,0.5103583484629881,0.6424827449992059,1677135.0,379133.0,46441.0,221790.0
